sector,buyer_tier,macro_scenario,amount_try,term_days,sme_age_months,sme_prior_invoices,sme_ontime_ratio,buyer_repeat_count,buyer_avg_days_late,true_default_prob,defaulted,days_late
construction,small_business,high_inflation,137764.28,103,84,39,0.906,4,8.8,0.396,0,0
food_beverage,small_business,stable,13431.9,52,82,35,0.534,3,8.2,0.0914,0,0
automotive,small_business,high_inflation,13341.92,80,104,54,0.646,3,1.6,0.139,0,0
textile,small_business,high_inflation,29605.35,104,17,8,0.646,2,7.3,0.2428,0,28
construction,mid_market,stable,29448.9,151,23,11,0.894,5,8.8,0.1699,0,11
food_beverage,small_business,high_inflation,29721.0,89,52,16,0.938,4,0.1,0.1018,0,0
agriculture,enterprise,stable,14078.25,67,90,36,0.922,1,4.9,0.0362,0,0
electronics,small_business,currency_shock,48998.74,15,115,44,0.897,3,0.7,0.1289,0,0
automotive,mid_market,high_inflation,20851.84,49,24,16,0.777,3,2.1,0.0576,0,0
food_beverage,small_business,currency_shock,65469.44,74,103,48,0.91,3,4.5,0.1421,0,0
services,small_business,high_inflation,228738.88,15,10,6,0.882,1,15.2,0.1061,0,0
retail,enterprise,stable,6529.98,15,25,16,0.667,3,12.1,0.0198,0,7
electronics,enterprise,stable,34992.99,53,22,16,0.837,2,2.0,0.0204,0,0
textile,mid_market,high_inflation,52264.3,121,36,19,0.739,1,1.2,0.1049,1,29
services,mid_market,stable,32031.5,55,143,66,0.854,1,18.9,0.0523,0,0
textile,small_business,currency_shock,127081.5,85,6,3,0.843,7,1.3,0.2231,0,0
automotive,mid_market,high_inflation,59791.39,89,59,28,0.909,4,0.4,0.0625,0,7
retail,mid_market,stable,36981.79,19,6,4,0.767,1,1.5,0.0341,0,0
automotive,micro,stable,20645.58,63,9,2,0.44,3,13.0,0.2023,0,0
food_beverage,enterprise,stable,225057.49,71,25,9,0.579,1,1.6,0.0175,0,14
automotive,small_business,high_inflation,309991.1,80,7,5,0.878,3,5.9,0.1439,0,0
construction,enterprise,high_inflation,284837.64,97,19,11,0.549,2,10.8,0.1006,1,95
construction,small_business,stable,62383.74,112,25,16,0.885,4,1.3,0.2384,0,0
retail,small_business,stable,43619.1,42,15,5,0.902,5,3.2,0.0778,0,0
agriculture,mid_market,high_inflation,15750.76,104,71,32,0.504,2,2.9,0.1555,0,2
textile,enterprise,stable,197498.05,74,44,23,0.869,3,2.1,0.0256,0,2
automotive,mid_market,stable,69591.45,75,81,48,0.817,2,1.0,0.0445,0,0
services,enterprise,high_inflation,160007.5,15,47,34,0.881,4,8.8,0.0195,0,3
retail,enterprise,stable,34372.89,15,9,5,0.973,2,16.7,0.0193,0,0
agriculture,mid_market,high_inflation,81966.36,68,19,14,0.861,2,8.1,0.1331,0,0
construction,small_business,currency_shock,31101.86,76,174,40,0.805,7,2.0,0.3894,0,0
services,small_business,stable,29101.78,15,130,39,0.835,2,18.6,0.0831,0,0
construction,mid_market,currency_shock,23982.06,105,98,52,0.829,5,1.4,0.2145,0,0
services,mid_market,stable,111162.25,34,23,10,0.905,3,3.8,0.0315,0,0
electronics,enterprise,high_inflation,93897.19,79,7,5,0.793,4,0.2,0.0312,0,0
retail,mid_market,stable,53388.9,42,12,10,0.855,4,5.8,0.0428,0,0
electronics,small_business,stable,46178.84,71,25,12,0.825,4,3.0,0.1082,0,2
textile,small_business,stable,73926.82,108,111,43,0.874,5,4.4,0.1482,1,25
electronics,small_business,stable,778409.34,83,6,2,0.668,2,1.1,0.1722,0,0
textile,enterprise,stable,72829.34,70,52,28,0.985,3,9.0,0.029,0,0
logistics,small_business,stable,62758.52,41,54,21,0.813,3,3.2,0.1206,0,0
automotive,enterprise,stable,51527.29,72,6,2,0.615,6,9.3,0.0258,0,0
textile,enterprise,stable,8395.47,82,6,2,0.812,5,7.0,0.0314,0,0
food_beverage,small_business,currency_shock,115982.86,48,35,17,0.832,6,5.9,0.1342,0,5
retail,mid_market,high_inflation,71066.18,29,16,7,0.775,4,0.9,0.0497,0,0
electronics,mid_market,high_inflation,59816.19,70,8,6,0.732,1,6.1,0.0855,0,6
textile,mid_market,stable,82354.92,78,85,35,0.888,1,8.2,0.0719,1,58
textile,mid_market,high_inflation,54248.65,53,118,36,0.821,4,12.7,0.1024,1,69
textile,small_business,currency_shock,30365.13,85,31,13,0.656,5,0.0,0.2308,0,0
logistics,enterprise,high_inflation,31413.85,68,10,5,0.731,1,5.0,0.0453,0,7
automotive,mid_market,stable,41512.68,91,47,10,0.835,2,4.4,0.0526,0,0
agriculture,small_business,currency_shock,61400.02,111,49,25,0.741,2,1.8,0.3621,0,3
construction,mid_market,high_inflation,28148.71,121,6,5,0.836,2,0.2,0.1706,1,10
logistics,small_business,stable,103177.25,33,33,19,0.726,3,2.2,0.1156,0,7
logistics,small_business,high_inflation,122570.71,38,6,1,0.738,0,6.3,0.187,0,0
textile,small_business,high_inflation,9219.77,68,31,21,0.801,2,4.7,0.1808,0,0
logistics,micro,stable,56353.78,40,63,28,0.762,2,3.4,0.1844,0,2
services,mid_market,stable,69227.84,70,61,35,0.816,1,0.4,0.0355,0,1
food_beverage,mid_market,stable,59000.18,96,22,11,0.828,5,2.4,0.0424,0,4
electronics,micro,currency_shock,703730.7,61,6,2,0.612,2,1.9,0.4386,0,0
textile,mid_market,stable,72006.63,96,39,20,0.787,9,2.0,0.0681,0,5
automotive,small_business,currency_shock,53929.6,97,41,26,0.83,3,3.0,0.187,0,0
electronics,micro,high_inflation,81943.97,62,47,14,0.733,4,1.8,0.2176,0,0
services,small_business,high_inflation,30024.1,61,29,14,0.497,1,8.7,0.1375,0,0
textile,small_business,stable,167709.12,54,118,49,0.775,3,2.9,0.1155,0,0
textile,small_business,high_inflation,42067.4,121,6,0,0.897,4,3.5,0.2103,0,0
textile,mid_market,stable,79151.65,87,6,1,0.8,1,11.5,0.0844,1,159
textile,small_business,currency_shock,96806.5,85,72,26,0.738,1,6.9,0.2747,0,0
textile,small_business,high_inflation,28080.63,103,216,36,0.824,1,14.6,0.2692,1,50
agriculture,enterprise,high_inflation,217448.43,70,57,32,0.823,7,0.7,0.0472,0,0
services,small_business,stable,56780.75,28,7,5,0.805,1,6.4,0.0684,1,39
retail,small_business,stable,52900.06,46,46,26,0.794,3,6.9,0.0926,0,0
electronics,mid_market,stable,7841.55,73,46,26,0.855,1,2.5,0.053,0,0
retail,small_business,high_inflation,15202.12,32,6,3,0.835,0,14.3,0.1413,0,0
agriculture,small_business,high_inflation,72588.42,89,120,51,0.606,3,7.6,0.321,0,0
services,mid_market,high_inflation,6387.34,36,38,12,0.709,3,2.0,0.0459,0,0
electronics,small_business,high_inflation,58179.54,68,56,30,0.841,4,3.6,0.1508,0,0
construction,enterprise,stable,42486.36,138,9,6,0.96,2,2.0,0.0559,0,0
automotive,small_business,high_inflation,32936.5,121,34,23,0.832,4,11.1,0.1991,0,3
automotive,enterprise,high_inflation,38845.51,66,20,8,0.974,2,15.4,0.035,0,0
food_beverage,mid_market,stable,8380.9,70,21,15,0.938,4,1.8,0.0353,0,0
automotive,small_business,high_inflation,9158.46,90,6,3,0.699,3,2.7,0.1476,0,0
textile,mid_market,stable,11511.0,69,179,46,0.831,8,1.8,0.0588,0,0
automotive,enterprise,currency_shock,69172.25,73,12,4,0.936,5,1.0,0.0323,0,2
electronics,small_business,stable,139383.44,71,18,4,0.717,1,1.4,0.1074,0,0
food_beverage,mid_market,high_inflation,79040.89,46,14,5,0.834,3,1.7,0.0456,0,0
textile,mid_market,high_inflation,56475.34,77,55,33,0.825,2,3.6,0.0904,0,0
textile,small_business,stable,13277.86,74,61,36,0.848,1,5.4,0.1331,0,0
retail,mid_market,high_inflation,32483.42,15,57,29,0.915,3,0.5,0.0424,0,0
electronics,mid_market,stable,73675.15,47,82,34,0.697,4,0.4,0.0465,0,14
agriculture,small_business,stable,5712.63,95,127,43,0.512,3,2.2,0.2091,0,0
electronics,small_business,stable,42303.66,60,23,12,0.749,2,4.1,0.1092,0,0
electronics,small_business,stable,34769.25,65,83,49,0.85,1,2.5,0.1023,0,0
textile,mid_market,stable,64993.57,121,95,55,0.838,4,4.9,0.0804,0,0
construction,enterprise,stable,43616.06,115,29,17,0.889,3,5.9,0.0592,1,17
logistics,small_business,high_inflation,74857.05,85,71,41,0.745,1,2.0,0.2077,0,0
services,enterprise,high_inflation,86289.71,26,360,50,0.81,3,1.7,0.0176,0,0
logistics,small_business,stable,12323.73,19,6,4,0.81,5,4.9,0.1113,0,0
automotive,small_business,high_inflation,31298.05,69,55,34,0.849,3,3.7,0.1298,0,0
retail,micro,stable,10625.38,15,9,3,0.933,0,2.1,0.0947,0,0
construction,small_business,stable,137003.48,87,26,9,0.952,7,8.8,0.2585,0,0
construction,micro,high_inflation,42861.72,145,17,11,0.752,4,14.7,0.85,1,19
food_beverage,small_business,high_inflation,28862.58,52,66,43,0.734,4,12.2,0.1305,0,0
automotive,enterprise,high_inflation,113915.4,106,44,22,0.831,1,1.7,0.031,0,10
construction,mid_market,stable,291184.68,152,19,9,0.555,5,0.4,0.1532,0,35
construction,small_business,stable,94744.06,97,73,28,0.894,2,3.9,0.2423,0,6
food_beverage,enterprise,high_inflation,60830.03,89,6,3,0.836,5,5.5,0.0269,0,0
logistics,mid_market,high_inflation,131679.54,42,79,31,0.854,2,1.3,0.0787,0,0
food_beverage,mid_market,stable,5000.0,51,118,52,0.885,2,0.6,0.0315,0,1
automotive,small_business,stable,6333.11,90,7,4,0.692,1,0.1,0.0971,0,0
agriculture,enterprise,stable,13895.2,117,45,23,0.764,3,4.3,0.0473,0,0
automotive,enterprise,high_inflation,48426.05,90,14,3,0.832,3,2.8,0.03,0,4
construction,mid_market,high_inflation,22261.21,155,8,3,0.885,2,10.0,0.25,1,31
food_beverage,micro,currency_shock,54386.43,69,36,13,0.884,2,3.0,0.2015,1,27
textile,small_business,stable,42345.06,75,30,12,0.943,2,4.8,0.1262,0,8
food_beverage,mid_market,stable,20149.4,42,151,53,0.708,4,2.4,0.0343,0,0
logistics,small_business,stable,7800.98,57,106,48,0.578,4,4.7,0.1504,0,0
food_beverage,enterprise,currency_shock,318415.89,70,6,1,0.829,2,5.9,0.0322,0,0
textile,small_business,stable,154909.12,94,24,19,0.8,1,0.9,0.1294,0,0
electronics,micro,stable,29922.93,15,6,2,0.953,8,1.2,0.1065,0,3
construction,mid_market,stable,11077.45,112,6,1,0.639,2,12.3,0.1786,1,22
retail,small_business,stable,6498.45,23,16,9,0.46,5,3.1,0.0827,0,0
retail,small_business,high_inflation,20939.58,39,23,11,0.796,2,0.2,0.1017,0,0
food_beverage,mid_market,stable,13852.45,52,171,58,0.58,2,5.2,0.0413,0,0
services,mid_market,stable,158901.91,20,9,6,0.939,1,3.7,0.0284,0,19
construction,enterprise,stable,110228.12,119,23,19,0.944,5,0.6,0.0501,0,0
automotive,mid_market,high_inflation,20409.49,131,57,28,0.883,6,0.8,0.0758,0,0
automotive,mid_market,high_inflation,40164.93,57,50,31,0.876,3,1.6,0.0567,0,0
food_beverage,enterprise,stable,18022.57,37,50,24,0.874,3,6.0,0.0148,0,0
electronics,enterprise,stable,123194.64,78,156,44,0.793,3,0.9,0.0227,0,0
retail,small_business,stable,28466.92,23,77,29,0.893,2,0.7,0.0647,0,0
food_beverage,small_business,stable,67194.95,79,87,41,0.826,1,4.0,0.0825,0,0
services,small_business,stable,189616.65,28,46,30,0.822,3,0.4,0.0567,0,0
construction,micro,high_inflation,237806.62,109,150,42,0.595,3,0.9,0.5501,1,20
textile,mid_market,high_inflation,15191.34,93,238,45,0.924,5,5.5,0.0984,0,0
services,enterprise,stable,59749.93,26,16,8,0.838,4,3.5,0.0131,0,0
construction,enterprise,high_inflation,13471.74,97,6,4,0.806,5,1.0,0.0689,0,0
automotive,enterprise,currency_shock,8098.95,69,6,3,0.707,3,4.1,0.0384,0,0
services,mid_market,high_inflation,111686.42,56,49,20,0.876,5,11.1,0.0612,0,0
logistics,enterprise,stable,25153.69,52,65,29,0.92,5,1.2,0.0246,0,0
textile,small_business,high_inflation,54137.33,117,6,2,0.74,3,2.0,0.2118,0,0
construction,small_business,high_inflation,5000.0,95,21,8,0.905,7,6.4,0.3592,0,0
logistics,mid_market,high_inflation,270360.41,30,100,58,0.88,5,5.2,0.0816,0,0
textile,small_business,stable,58023.79,51,49,28,0.81,2,1.6,0.1077,1,52
food_beverage,small_business,high_inflation,99141.0,75,70,35,0.922,4,0.9,0.0988,0,0
logistics,small_business,stable,302872.69,84,17,9,0.757,4,15.7,0.2098,1,74
electronics,small_business,stable,311421.38,90,113,49,0.793,0,1.3,0.1133,0,0
textile,enterprise,high_inflation,13296.8,105,80,32,0.828,3,18.3,0.0628,0,4
electronics,mid_market,high_inflation,9953.63,63,7,5,0.755,3,3.9,0.0769,0,0
construction,mid_market,high_inflation,99597.89,143,26,25,0.911,0,1.0,0.1836,0,0
agriculture,small_business,stable,29778.03,91,17,9,0.777,0,4.8,0.1997,0,4
logistics,micro,stable,177053.51,47,19,10,0.722,7,0.4,0.1774,0,0
construction,enterprise,stable,26307.4,112,57,35,0.866,1,11.3,0.0681,0,0
agriculture,small_business,high_inflation,28697.2,100,23,13,0.908,5,3.7,0.2668,1,40
construction,micro,stable,100338.61,118,111,54,0.927,3,4.0,0.3913,0,4
textile,enterprise,high_inflation,53647.03,108,6,1,0.922,4,0.8,0.039,0,2
logistics,small_business,currency_shock,28041.24,23,6,3,0.887,2,1.8,0.1814,0,2
textile,mid_market,stable,40244.84,73,20,10,0.862,4,2.5,0.0605,0,5
textile,small_business,high_inflation,8995.74,109,6,3,0.658,1,0.1,0.1993,1,11
retail,mid_market,stable,47633.48,59,26,8,0.947,3,1.0,0.0389,0,0
food_beverage,small_business,high_inflation,59151.82,47,80,43,0.903,3,5.0,0.0984,0,5
electronics,small_business,stable,37982.84,61,22,11,0.895,4,10.7,0.1231,0,0
food_beverage,mid_market,stable,17375.95,87,10,5,0.691,5,0.3,0.0403,0,0
construction,small_business,stable,18614.72,116,65,41,0.781,2,9.9,0.3225,0,0
services,micro,high_inflation,5000.0,28,60,25,0.914,1,2.6,0.1228,0,5
services,micro,high_inflation,6529.07,32,280,45,0.85,2,2.0,0.1269,0,0
construction,small_business,high_inflation,12115.32,113,6,2,0.768,3,5.5,0.3991,0,0
services,micro,stable,46832.97,24,42,18,0.687,3,3.2,0.0956,0,3
textile,small_business,high_inflation,45147.68,46,81,48,0.935,2,0.3,0.1335,0,0
electronics,mid_market,currency_shock,90694.69,92,18,7,0.898,5,10.6,0.1275,0,0
retail,small_business,stable,67961.82,51,41,24,0.843,4,2.8,0.0828,0,0
construction,small_business,stable,19183.83,85,108,47,0.83,3,19.2,0.3428,0,0
retail,small_business,currency_shock,68026.5,16,14,7,0.803,2,3.4,0.1259,0,0
electronics,enterprise,stable,32259.98,74,17,9,0.73,1,9.7,0.0294,0,0
electronics,small_business,high_inflation,274766.45,122,47,26,0.863,3,4.2,0.1918,0,0
food_beverage,small_business,stable,184271.87,73,45,19,0.964,3,0.3,0.0674,0,0
services,mid_market,high_inflation,25952.42,28,33,20,0.729,3,17.2,0.064,0,0
retail,micro,stable,27307.56,45,20,7,0.677,3,7.0,0.1451,0,0
logistics,micro,high_inflation,181481.99,63,14,14,0.726,3,4.6,0.3064,0,1
automotive,enterprise,currency_shock,91923.52,87,6,0,0.828,3,3.2,0.0386,0,0
logistics,small_business,high_inflation,152629.58,51,110,48,0.712,5,1.5,0.1762,1,136
food_beverage,small_business,high_inflation,72904.91,76,39,22,0.883,4,4.8,0.1137,0,5
textile,mid_market,high_inflation,84395.64,104,29,21,0.601,5,0.1,0.0996,0,0
agriculture,small_business,stable,10738.78,81,94,52,0.678,3,1.4,0.1796,1,29
automotive,mid_market,high_inflation,7489.95,58,134,45,0.819,5,0.4,0.0561,0,0
textile,enterprise,stable,11747.65,57,6,2,0.818,1,1.3,0.0235,0,0
retail,enterprise,high_inflation,29572.31,24,58,22,0.631,2,6.6,0.0259,0,0
services,enterprise,stable,44067.15,15,76,35,0.4,3,11.6,0.0181,0,0
retail,mid_market,currency_shock,12683.5,23,20,7,0.844,3,4.2,0.0663,0,0
construction,small_business,currency_shock,21842.19,130,15,8,0.926,4,0.4,0.4394,0,0
textile,mid_market,stable,95562.35,105,56,23,0.845,2,1.2,0.0672,0,0
construction,micro,stable,17584.62,114,54,23,0.93,3,3.1,0.3744,1,38
retail,mid_market,stable,9533.82,17,48,19,0.808,5,8.6,0.0406,1,14
logistics,mid_market,currency_shock,6002.65,15,54,31,0.913,3,21.3,0.1375,0,0
textile,enterprise,stable,19440.35,88,34,15,0.692,5,6.5,0.0334,0,6
retail,small_business,stable,32670.6,33,81,25,0.958,2,3.1,0.072,0,0
construction,mid_market,stable,32906.72,150,33,11,0.841,6,10.3,0.1801,0,0
construction,enterprise,stable,20261.72,135,6,2,0.756,2,1.0,0.0582,0,0
retail,enterprise,currency_shock,90969.67,43,17,7,0.721,3,7.0,0.0363,0,0
textile,mid_market,stable,31485.04,98,79,45,0.866,3,16.3,0.0961,0,0
retail,mid_market,currency_shock,48659.02,44,21,10,0.948,2,0.6,0.0639,0,0
textile,mid_market,high_inflation,8897.32,116,10,13,0.823,4,0.2,0.0961,0,2
construction,small_business,high_inflation,5244.81,116,91,46,0.889,1,0.3,0.3284,0,0
agriculture,micro,currency_shock,20918.22,80,48,24,0.64,4,3.0,0.5144,0,0
construction,mid_market,stable,125657.82,112,33,13,0.842,1,0.2,0.1171,0,0
food_beverage,small_business,stable,124900.17,50,32,20,0.796,6,1.2,0.0666,0,0
food_beverage,mid_market,currency_shock,10590.58,47,46,28,0.786,6,1.5,0.0598,0,0
services,mid_market,stable,10348.88,15,13,6,0.875,3,3.8,0.0284,0,8
retail,small_business,stable,104446.36,15,9,1,0.805,6,6.3,0.0755,0,0
food_beverage,enterprise,stable,17019.91,45,83,42,0.833,4,0.6,0.0134,0,1
construction,small_business,high_inflation,17645.38,106,69,46,0.921,3,4.8,0.3566,0,0
services,small_business,high_inflation,24568.89,41,6,4,0.962,3,2.6,0.0863,1,51
electronics,small_business,stable,46744.65,66,16,10,0.896,2,3.2,0.103,0,0
automotive,mid_market,high_inflation,45874.82,75,91,53,0.85,1,7.0,0.0734,0,0
retail,mid_market,high_inflation,5044.41,15,19,7,0.733,1,3.6,0.0504,0,0
services,enterprise,stable,45342.55,15,58,30,0.874,3,3.5,0.0121,0,1
food_beverage,small_business,stable,60693.93,71,100,46,0.826,5,3.4,0.0781,0,0
textile,mid_market,stable,42300.0,71,78,35,0.834,1,3.8,0.063,0,0
retail,small_business,stable,296068.84,27,53,20,0.907,3,3.3,0.0714,0,0
food_beverage,enterprise,high_inflation,83019.78,79,26,10,0.719,2,10.8,0.031,0,0
automotive,small_business,stable,41279.75,95,57,31,0.626,1,1.7,0.1075,0,8
electronics,small_business,stable,32544.84,30,6,1,0.459,2,6.0,0.1096,0,0
textile,micro,currency_shock,94173.39,95,7,2,0.973,4,2.3,0.3407,0,25
food_beverage,mid_market,currency_shock,59919.02,71,6,3,0.876,1,5.2,0.0724,0,0
retail,mid_market,currency_shock,376584.34,69,28,15,0.872,4,7.4,0.0918,0,8
textile,enterprise,high_inflation,48190.06,125,76,41,0.868,5,0.6,0.0423,0,0
food_beverage,mid_market,high_inflation,128054.88,60,70,47,0.865,3,3.9,0.0517,0,0
agriculture,mid_market,stable,22990.25,101,6,2,0.654,3,7.0,0.1166,0,1
automotive,micro,stable,113409.64,106,60,39,0.913,1,5.5,0.1677,0,0
automotive,mid_market,stable,49673.56,88,39,29,0.672,3,7.0,0.0598,0,0
construction,small_business,stable,24220.4,89,32,16,0.948,1,0.3,0.2044,1,21
logistics,mid_market,stable,62079.91,24,20,12,0.609,6,3.9,0.0605,0,0
electronics,mid_market,high_inflation,28546.34,89,31,19,0.651,4,11.2,0.11,0,0
electronics,small_business,high_inflation,57299.64,53,23,12,0.873,5,17.4,0.1947,1,28
automotive,enterprise,currency_shock,16479.64,57,82,37,0.786,1,0.2,0.031,0,0
automotive,mid_market,stable,15210.87,63,50,32,0.782,2,1.1,0.0427,0,0
food_beverage,mid_market,high_inflation,19865.8,87,73,31,0.828,2,11.7,0.0734,0,0
retail,small_business,currency_shock,114628.4,43,27,12,0.666,3,9.3,0.1835,1,11
construction,mid_market,high_inflation,40164.31,98,10,6,0.816,3,4.0,0.1763,0,0
electronics,small_business,stable,52182.71,63,10,3,0.696,1,24.5,0.181,0,0
construction,small_business,stable,45092.38,130,42,14,0.976,2,1.0,0.2436,0,0
logistics,mid_market,currency_shock,15241.23,49,38,14,0.78,3,9.1,0.1353,0,0
food_beverage,small_business,stable,165313.34,48,31,22,0.978,3,7.3,0.0727,0,0
automotive,mid_market,currency_shock,231463.66,49,45,25,0.872,4,11.9,0.0929,0,0
textile,small_business,currency_shock,90902.12,74,6,3,0.806,1,0.3,0.2084,1,53
automotive,mid_market,high_inflation,33525.19,86,85,46,0.988,3,1.0,0.0608,0,0
retail,small_business,stable,35369.44,31,24,15,0.708,6,10.3,0.096,0,0
services,micro,high_inflation,28809.1,43,25,9,0.721,1,2.6,0.1451,0,0
food_beverage,mid_market,stable,40940.82,64,55,21,0.861,3,0.2,0.0337,0,0
textile,small_business,stable,198123.54,108,9,2,0.927,0,9.9,0.1678,0,0
textile,enterprise,high_inflation,162470.79,113,38,29,0.758,2,9.1,0.0541,0,0
agriculture,small_business,currency_shock,186774.43,75,12,8,0.874,4,2.9,0.3039,0,0
retail,micro,stable,117557.44,56,65,22,0.83,3,4.5,0.1345,1,71
retail,small_business,stable,23270.84,50,12,5,0.676,3,15.5,0.1222,0,0
logistics,small_business,stable,156088.16,27,12,9,0.868,1,10.8,0.1335,1,20
logistics,small_business,currency_shock,31139.53,51,24,13,0.742,4,0.9,0.2195,0,0
textile,micro,stable,59579.16,114,6,2,0.715,4,0.5,0.2153,1,62
automotive,small_business,stable,99829.32,63,16,5,0.72,2,4.3,0.0968,0,0
food_beverage,enterprise,stable,44944.96,79,10,4,0.869,4,14.4,0.0227,0,0
construction,small_business,high_inflation,210640.78,119,9,7,0.674,3,4.9,0.4175,0,1
retail,mid_market,stable,7962.77,25,12,6,0.678,3,8.4,0.0448,0,0
electronics,small_business,stable,24894.96,67,50,26,0.904,2,4.1,0.1059,0,5
food_beverage,mid_market,high_inflation,5838.62,71,100,59,0.903,1,1.7,0.0502,0,0
textile,enterprise,currency_shock,112851.73,65,148,46,0.849,6,2.7,0.0454,0,0
textile,small_business,currency_shock,167535.91,101,108,55,0.96,1,7.4,0.2712,0,0
food_beverage,mid_market,stable,255976.53,37,21,7,0.744,6,1.7,0.0321,0,0
textile,small_business,stable,79152.48,74,10,4,0.934,3,6.5,0.132,0,0
textile,enterprise,stable,20158.32,83,26,9,0.679,4,0.1,0.0271,0,0
food_beverage,micro,stable,16269.04,71,13,3,0.94,2,5.2,0.1174,1,39
food_beverage,small_business,stable,32830.55,67,6,1,0.835,2,11.3,0.0943,1,77
construction,mid_market,stable,25914.57,114,6,2,0.623,2,4.2,0.1462,0,0
services,small_business,currency_shock,46916.49,38,6,3,0.66,3,8.4,0.1459,1,21
logistics,mid_market,stable,62595.02,52,8,1,0.776,4,1.0,0.0607,0,0
logistics,mid_market,high_inflation,59452.62,19,151,53,0.618,4,10.8,0.0984,0,0
